	Gene.names	Protein.IDs	LFQ.intensity.01	LFQ.intensity.02	LFQ.intensity.03	LFQ.intensity.04	LFQ.intensity.05	LFQ.intensity.06	LFQ.intensity.07	LFQ.intensity.08	LFQ.intensity.09	LFQ.intensity.10	LFQ.intensity.11	LFQ.intensity.12	LFQ.intensity.13	LFQ.intensity.14	LFQ.intensity.15
695	RET2	P43621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696	IRC7	P43623	0.0	0.0	0.0	23935000.0	0.0	0.0	0.0	0.0	0.0	37545000.0	0.0	27510000.0	0.0	27373000.0	27891000.0
697	CIT3	P43635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
698	CKB1	P43639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
699	ROK1	P45818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700	ALD4	P46367	109360000.0	71347000.0	114550000.0	135860000.0	54093000.0	218110000.0	89504000.0	235350000.0	108700000.0	63119000.0	106760000.0	61546000.0	189870000.0	123750000.0	92011000.0
701	RPS0B;RPS0A	P46654;P32905	517870000.0	627750000.0	606450000.0	710590000.0	611210000.0	697600000.0	697730000.0	522360000.0	598180000.0	703630000.0	702780000.0	683740000.0	594770000.0	769700000.0	825360000.0
702	GUS1	P46655	70230000.0	27070000.0	83901000.0	87138000.0	52110000.0	105640000.0	33178000.0	0.0	77860000.0	118790000.0	87164000.0	94913000.0	97759000.0	108360000.0	82832000.0
703	ARC1	P46672	27194000.0	27861000.0	21850000.0	25016000.0	0.0	33283000.0	0.0	26078000.0	30327000.0	40501000.0	38543000.0	35077000.0	31833000.0	27392000.0	22651000.0
704	STU2	P46675	0.0	0.0	0.0	0.0	0.0	17849000.0	158970000.0	0.0	0.0	53785000.0	16217000.0	0.0	0.0	0.0	0.0
705	AIP1	P46680	0.0	0.0	0.0	0.0	0.0	15369000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12234000.0
706	DLD2	P46681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
707	YAR1	P46683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708	RPS10A;RPS10B	Q08745;P46784	414550000.0	548110000.0	540230000.0	413730000.0	536730000.0	487740000.0	546560000.0	0.0	457170000.0	463000000.0	390600000.0	416020000.0	418360000.0	277860000.0	504910000.0
709	SKI6	P46948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
710	PHO86	P46956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711	RPE1	P46969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712	PMT4	P46971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713	RSF2	P46974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714	MNN11	P46985	21149000.0	0.0	30315000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715	RPL17B	P46990	721690000.0	533630000.0	822580000.0	650510000.0	786720000.0	518840000.0	867940000.0	390400000.0	676700000.0	632380000.0	490040000.0	444790000.0	484260000.0	725670000.0	923510000.0
716	SET2	P46995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17013000.0	0.0	0.0	19899000.0	0.0	0.0
717	MTC1	P47018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718	0.0	P47044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
719	VTC4	P47075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720	CCT8	P47079	0.0	0.0	39737000.0	35411000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28866000.0	31814000.0
721	HAM1	P47119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722	LIA1	P47120	30057000.0	0.0	0.0	26187000.0	38263000.0	36500000.0	28553000.0	0.0	29517000.0	44212000.0	45160000.0	47088000.0	37459000.0	20246000.0	28668000.0
723	NPA3	P47122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724	HOC1	P47124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725	RSM26	P47141	0.0	0.0	0.0	0.0	459230000.0	98546000.0	0.0	0.0	0.0	0.0	151750000.0	0.0	247540000.0	0.0	188640000.0
726	ADO1	P47143	62421000.0	0.0	59091000.0	57548000.0	0.0	72905000.0	68741000.0	0.0	0.0	0.0	0.0	61807000.0	59774000.0	72763000.0	45227000.0
727	RSM7	P47150	0.0	0.0	0.0	0.0	403340000.0	55718000.0	0.0	0.0	0.0	0.0	67504000.0	0.0	153700000.0	0.0	111210000.0
728	BAT2	P47176	0.0	0.0	0.0	0.0	0.0	29298000.0	0.0	0.0	0.0	0.0	0.0	0.0	26062000.0	20300000.0	0.0
729	FAA4	P47912	35011000.0	37140000.0	53413000.0	36836000.0	0.0	35679000.0	37749000.0	41850000.0	33100000.0	42542000.0	44188000.0	32393000.0	32996000.0	36294000.0	38573000.0
730	GCV1	P48015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731	RPS7B	P48164	254410000.0	275910000.0	351940000.0	316740000.0	269920000.0	280300000.0	204130000.0	224950000.0	220390000.0	322120000.0	299350000.0	283080000.0	260460000.0	420300000.0	362100000.0
732	TCB2	P48231;Q12466	0.0	0.0	19960000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7522600.0
733	MTR3	P48240	48098000.0	65412000.0	0.0	0.0	62917000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
734	HGH1	P48362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735	LYS20	P48570	0.0	0.0	25209000.0	29425000.0	0.0	26927000.0	0.0	0.0	0.0	34723000.0	33702000.0	27344000.0	0.0	34670000.0	31944000.0
736	RPS12	P48589	574480000.0	574530000.0	399080000.0	510710000.0	418400000.0	518060000.0	515460000.0	517380000.0	535280000.0	535780000.0	571850000.0	596970000.0	500370000.0	401710000.0	543920000.0
737	VMA10	P48836	30643000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56624000.0	46418000.0	46090000.0	0.0	0.0
738	ASN1	P49089	22016000.0	0.0	38650000.0	0.0	0.0	0.0	0.0	0.0	0.0	23698000.0	0.0	0.0	0.0	26442000.0	0.0
739	ASN2	P49090	23978000.0	0.0	26397000.0	24235000.0	0.0	21285000.0	31936000.0	0.0	0.0	28695000.0	25208000.0	27608000.0	23708000.0	23251000.0	28097000.0
740	RPL37A	P49166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
741	RPL38	P49167	414000000.0	619910000.0	490420000.0	351820000.0	563870000.0	329800000.0	597330000.0	499160000.0	524230000.0	438160000.0	439450000.0	378290000.0	327670000.0	291490000.0	378920000.0
742	TOM22	P49334	0.0	0.0	0.0	0.0	0.0	25665000.0	0.0	0.0	16368000.0	28098000.0	0.0	27575000.0	22721000.0	0.0	0.0
743	APT1	P49435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
744	RNR4	P49723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41689000.0	0.0	0.0	0.0	35560000.0	0.0
745	NIT3	P49954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746	PHB2	P50085	0.0	0.0	21804000.0	0.0	0.0	0.0	23587000.0	0.0	0.0	0.0	0.0	0.0	0.0	20996000.0	22137000.0
747	MIC26	P50087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748	IMD4	P50094	0.0	0.0	24600000.0	0.0	24080000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749	IMD3	P50095;P38697;P39567	114380000.0	86917000.0	106490000.0	109110000.0	109390000.0	95021000.0	89055000.0	80777000.0	102320000.0	118460000.0	107120000.0	102770000.0	103830000.0	107930000.0	111240000.0
750	MNN10	P50108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751	RIB4	P50861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752	FOL2	P51601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753	SKP1	P52286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754	YKE2	P52553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
755	ACS2	P52910	104220000.0	107420000.0	150660000.0	101770000.0	74202000.0	88852000.0	129790000.0	90326000.0	107060000.0	88647000.0	79737000.0	88095000.0	78921000.0	88228000.0	95463000.0
756	UFD1	P53044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757	NIF3	P53081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
758	ARO8	P53090	25373000.0	21963000.0	29080000.0	28330000.0	0.0	28121000.0	23888000.0	23589000.0	24653000.0	36675000.0	36023000.0	31123000.0	23008000.0	31507000.0	33723000.0
759	ARI1	P53111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760	PRP43	P53131	15514000.0	0.0	25089000.0	21456000.0	23469000.0	0.0	20274000.0	0.0	0.0	16123000.0	0.0	13728000.0	13625000.0	17419000.0	20637000.0
761	MLC1	P53141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762	GUP1	P53154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763	MNP1	P53163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
764	ERG26	P53199	0.0	0.0	93690000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54437000.0
765	EFM5	P53200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766	RPL26B	P53221	1104500000.0	1961000000.0	1087000000.0	594530000.0	1377700000.0	652390000.0	1782000000.0	1426600000.0	1807000000.0	996150000.0	816170000.0	889160000.0	753220000.0	491590000.0	819550000.0
767	YGR054W	P53235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768	PIL1	P53252	0.0	0.0	0.0	80023000.0	0.0	81767000.0	0.0	0.0	106530000.0	0.0	144840000.0	0.0	83540000.0	53657000.0	0.0
769	UTP22	P53254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770	NOP7	P53261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771	LSB1	P53281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772	MRPS35	P53292	0.0	0.0	0.0	0.0	374420000.0	67018000.0	0.0	0.0	0.0	0.0	62222000.0	0.0	167620000.0	0.0	115050000.0
773	RBG2	P53295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774	ZPR1	P53303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
775	RSM27	P53305	0.0	0.0	0.0	0.0	485980000.0	89612000.0	0.0	0.0	0.0	0.0	193350000.0	0.0	235550000.0	0.0	194600000.0
776	LSC2	P53312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777	SDA1	P53313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778	YGR266W	P53326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779	SLH1	P53327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780	RTT102	P53330	0.0	0.0	0.0	0.0	46909000.0	0.0	39839000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781	TUB4	P53378	30791000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29103000.0
782	TOM7	P53507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783	SPC98	P53540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784	RPT4	P53549	0.0	0.0	25004000.0	35849000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23753000.0	0.0
785	LSC1	P53598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19760000.0	27259000.0
786	COP1	P53622	36584000.0	35176000.0	112000000.0	46297000.0	21600000.0	33895000.0	49785000.0	0.0	28241000.0	25656000.0	0.0	26919000.0	34824000.0	58080000.0	50987000.0
787	SNF12	P53628	0.0	0.0	10808000.0	0.0	42230000.0	0.0	52626000.0	0.0	0.0	0.0	0.0	40643000.0	0.0	0.0	0.0
788	CPR6	P53691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61184000.0	0.0	43489000.0	42508000.0	50500000.0	0.0
789	RCF2	P53721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
790	0.0	P53723	0.0	0.0	13161000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8674400.0
791	ARC35	P53731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792	MRPS12	P53732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793	RSM19	P53733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794	NOG2	P53742	24692000.0	22125000.0	57265000.0	32824000.0	46578000.0	0.0	44334000.0	0.0	0.0	17316000.0	0.0	24703000.0	0.0	21295000.0	37543000.0
795	FRE4	P53746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796	CAF120	P53836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
797	GIS2	P53849	40031000.0	0.0	0.0	34761000.0	0.0	38586000.0	0.0	0.0	0.0	50306000.0	0.0	46479000.0	27824000.0	20146000.0	22489000.0
798	CSL4	P53859	59247000.0	77497000.0	0.0	0.0	70945000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799	IPI3	P53877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800	NOP13	P53883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801	NSG2	P53898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802	AAH1	P53909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
803	0.0	P53912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
804	KRE33	P53914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9663000.0	8782700.0
805	SWS2	P53937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
806	IMP4	P53941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
807	SIW14	P53965	0.0	0.0	50549000.0	21605000.0	0.0	0.0	0.0	0.0	43293000.0	0.0	43532000.0	0.0	47451000.0	0.0	0.0
808	HEF3	P53978	128840000.0	151220000.0	196950000.0	121650000.0	140620000.0	166700000.0	0.0	138210000.0	180370000.0	214070000.0	188080000.0	149350000.0	0.0	468870000.0	144860000.0
809	0.0	P53981	0.0	0.0	0.0	34377000.0	0.0	28005000.0	0.0	0.0	0.0	27915000.0	0.0	27423000.0	24110000.0	24463000.0	0.0
810	SUB1	P54000	0.0	57076000.0	0.0	17128000.0	0.0	0.0	0.0	0.0	65955000.0	13503000.0	0.0	0.0	0.0	0.0	0.0
811	ADE16	P54113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
812	ALD3;ALD2	P54114;P47771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
813	ALD6	P54115	316690000.0	288990000.0	359830000.0	301480000.0	269060000.0	293810000.0	327610000.0	262880000.0	277980000.0	386580000.0	342920000.0	344800000.0	292900000.0	372510000.0	373180000.0
814	RPL15B	P54780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815	ERG5	P54781	0.0	0.0	15519000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12608000.0
816	ERV25	P54837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817	ERG13	P54839	63276000.0	57979000.0	70319000.0	61349000.0	46918000.0	80717000.0	68458000.0	0.0	65107000.0	94334000.0	66235000.0	73424000.0	62915000.0	83850000.0	69742000.0
818	DNM1	P54861	0.0	0.0	6696600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4749500.0	0.0
819	PRO2	P54885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19700000.0	0.0	0.0	0.0	18090000.0	0.0
820	ACT1	P60010	453250000.0	381790000.0	519560000.0	521740000.0	399400000.0	474520000.0	360220000.0	442540000.0	440810000.0	479050000.0	470780000.0	458110000.0	418500000.0	599140000.0	441610000.0
821	HHT1	P61830	0.0	0.0	0.0	0.0	0.0	95536000.0	93362000.0	0.0	0.0	61017000.0	0.0	51890000.0	72874000.0	0.0	58315000.0
822	ADE12	P80210	30907000.0	0.0	47661000.0	37114000.0	38066000.0	38329000.0	43499000.0	38247000.0	28153000.0	29722000.0	34712000.0	31896000.0	33008000.0	36613000.0	35129000.0
823	YAT1	P80235	0.0	0.0	25131000.0	41132000.0	0.0	43796000.0	41205000.0	0.0	0.0	0.0	0.0	0.0	0.0	29059000.0	0.0
824	ARP4	P80428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825	TIM11	P81449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826	ATP19	P81451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827	GPD1	Q00055	0.0	73583000.0	63493000.0	0.0	0.0	68468000.0	58504000.0	0.0	0.0	0.0	66749000.0	66661000.0	74575000.0	59973000.0	0.0
828	RHO3	Q00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829	NUM1	Q00402	85377000.0	0.0	63946000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126510000.0	101930000.0	0.0	0.0	75089000.0
830	SDH1	Q00711;P47052	43272000.0	30786000.0	53613000.0	65416000.0	0.0	120810000.0	49600000.0	82079000.0	43293000.0	26675000.0	25375000.0	25392000.0	67489000.0	52275000.0	43576000.0
831	TPS1	Q00764	0.0	0.0	27317000.0	0.0	0.0	0.0	32046000.0	0.0	0.0	0.0	34093000.0	0.0	0.0	26583000.0	26633000.0
832	SLT2	Q00772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833	ACC1	Q00955;P32874	57191000.0	47494000.0	83877000.0	65098000.0	47867000.0	57183000.0	57674000.0	39385000.0	52023000.0	56760000.0	58436000.0	47398000.0	45716000.0	69464000.0	69969000.0
834	RPA49	Q01080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835	RSM23	Q01163	0.0	0.0	20750000.0	0.0	493760000.0	97874000.0	0.0	0.0	0.0	0.0	121140000.0	0.0	206740000.0	0.0	342640000.0
836	ARG5,6	Q01217	0.0	0.0	22964000.0	19189000.0	0.0	20708000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22003000.0	22214000.0
837	NPL3	Q01560	0.0	0.0	0.0	0.0	0.0	40543000.0	0.0	0.0	0.0	59568000.0	0.0	48292000.0	52189000.0	40486000.0	0.0
838	ACS1	Q01574	101570000.0	15492000.0	34222000.0	178100000.0	0.0	286590000.0	36419000.0	230970000.0	73186000.0	0.0	75655000.0	8082900.0	208520000.0	102570000.0	19647000.0
839	MAP1	Q01662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840	RPS15	Q01855	383960000.0	475230000.0	509930000.0	510750000.0	481900000.0	467830000.0	538660000.0	270150000.0	502040000.0	639880000.0	570820000.0	520860000.0	508730000.0	759510000.0	609970000.0
841	RPT6	Q01939	0.0	35953000.0	46838000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842	FOX2	Q02207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843	RPL6A	Q02326	251820000.0	253790000.0	251110000.0	209370000.0	241780000.0	181180000.0	292740000.0	179290000.0	223590000.0	223050000.0	174640000.0	222990000.0	222340000.0	195050000.0	242640000.0
844	MRPS16	Q02608	0.0	0.0	0.0	0.0	154180000.0	15731000.0	0.0	0.0	0.0	0.0	21488000.0	0.0	75261000.0	0.0	41952000.0
845	EGD1	Q02642	0.0	0.0	0.0	23996000.0	32061000.0	0.0	0.0	0.0	0.0	37648000.0	0.0	0.0	0.0	0.0	0.0
846	RPL21A	Q02753	92476000.0	91292000.0	156990000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53791000.0	66635000.0	0.0	0.0	106350000.0
847	GRX5	Q02784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848	PDR12	Q02785	0.0	0.0	21902000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12679000.0
849	SRP1	Q02821	0.0	49855000.0	18157000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34740000.0	0.0	0.0	0.0
850	NOG1	Q02892	0.0	0.0	49714000.0	39855000.0	46212000.0	0.0	44398000.0	0.0	0.0	0.0	0.0	34010000.0	0.0	29805000.0	0.0
851	ELP3	Q02908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852	NAN1	Q02931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
853	MRP51	Q02950	0.0	0.0	0.0	0.0	299450000.0	53979000.0	0.0	0.0	0.0	0.0	59505000.0	0.0	139170000.0	0.0	147780000.0
854	ODC1	Q03028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855	COF1	Q03048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856	SVL3	Q03088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857	0.0	Q03161	12648000.0	0.0	14542000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16616000.0	15831000.0
858	RLI1	Q03195	35833000.0	34185000.0	45837000.0	32644000.0	34640000.0	33446000.0	50958000.0	0.0	34793000.0	29944000.0	34728000.0	31640000.0	35855000.0	36437000.0	41223000.0
859	RSM10	Q03201	0.0	0.0	0.0	0.0	446150000.0	90090000.0	0.0	0.0	0.0	0.0	78207000.0	0.0	216580000.0	0.0	178370000.0
860	MRPS17	Q03246	0.0	0.0	0.0	0.0	330010000.0	81513000.0	0.0	0.0	0.0	0.0	67844000.0	0.0	151360000.0	0.0	112300000.0
861	PRP3	Q03338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862	RSM28	Q03430	0.0	0.0	0.0	0.0	229880000.0	35197000.0	0.0	0.0	0.0	0.0	0.0	0.0	64510000.0	0.0	54246000.0
863	RSN1	Q03516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864	HAS1	Q03532	30752000.0	0.0	43189000.0	26583000.0	0.0	0.0	33926000.0	0.0	0.0	0.0	0.0	24338000.0	0.0	25095000.0	34126000.0
865	OYE2	Q03558;P41816	29166000.0	0.0	28064000.0	0.0	0.0	32248000.0	30868000.0	0.0	31090000.0	0.0	26478000.0	0.0	0.0	29681000.0	33986000.0
866	TCB3	Q03640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867	CLU1	Q03690	0.0	0.0	33881000.0	21459000.0	0.0	18046000.0	19000000.0	0.0	0.0	0.0	0.0	19006000.0	12392000.0	17235000.0	23918000.0
