	Gene.names	Protein.IDs	Intensity.01	Intensity.02	Intensity.03	Intensity.04	Intensity.05	Intensity.06	Intensity.07	Intensity.08	Intensity.09	Intensity.10	Intensity.11	Intensity.12	Intensity.13	Intensity.14	Intensity.15
779	SLH1	P53327	0.0	0.0	0.0	0.0	17210000.0	0.0	0.0	0.0	0.0	0.0	86322000.0	0.0	0.0	0.0	0.0
780	RTT102	P53330	0.0	0.0	18414000.0	0.0	64531000.0	0.0	66078000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781	TUB4	P53378	59248000.0	0.0	0.0	0.0	0.0	26184000.0	0.0	0.0	0.0	90222000.0	0.0	0.0	0.0	0.0	164060000.0
782	TOM7	P53507	0.0	0.0	31868000.0	17367000.0	0.0	0.0	0.0	4764200.0	0.0	20719000.0	0.0	0.0	0.0	0.0	0.0
783	SPC98	P53540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17705000.0	0.0	0.0	0.0	0.0	27427000.0
784	RPT4	P53549	19022000.0	12433000.0	66855000.0	53482000.0	0.0	26016000.0	31670000.0	16890000.0	0.0	27015000.0	30876000.0	25468000.0	26921000.0	52597000.0	0.0
785	LSC1	P53598	24832000.0	9676700.0	32911000.0	0.0	8219700.0	0.0	18232000.0	0.0	0.0	40459000.0	20134000.0	0.0	0.0	54332000.0	74498000.0
786	COP1	P53622	79764000.0	38417000.0	424090000.0	142330000.0	29141000.0	63128000.0	110910000.0	0.0	34755000.0	51505000.0	0.0	55273000.0	56634000.0	252730000.0	217220000.0
787	SNF12	P53628	0.0	0.0	39803000.0	0.0	198390000.0	0.0	208250000.0	0.0	0.0	0.0	0.0	216050000.0	0.0	0.0	0.0
788	CPR6	P53691	25784000.0	26875000.0	37334000.0	30632000.0	26597000.0	48827000.0	0.0	0.0	30139000.0	88279000.0	54264000.0	56894000.0	37250000.0	109680000.0	66981000.0
789	RCF2	P53721	0.0	0.0	34581000.0	10401000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10134000.0	0.0	0.0
790	0.0	P53723	0.0	0.0	38129000.0	0.0	0.0	17017000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23762000.0
791	ARC35	P53731	23840000.0	0.0	34960000.0	0.0	0.0	0.0	9464800.0	0.0	0.0	0.0	0.0	0.0	0.0	8509800.0	0.0
792	MRPS12	P53732	0.0	0.0	0.0	0.0	105200000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31284000.0
793	RSM19	P53733	0.0	0.0	0.0	0.0	233190000.0	68904000.0	0.0	0.0	0.0	0.0	84109000.0	0.0	106220000.0	0.0	212030000.0
794	NOG2	P53742	46681000.0	25516000.0	306490000.0	90033000.0	90329000.0	26246000.0	62225000.0	0.0	0.0	29932000.0	0.0	71414000.0	14429000.0	96214000.0	180730000.0
795	FRE4	P53746	0.0	0.0	8847100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
796	CAF120	P53836	0.0	0.0	574810000.0	215390000.0	0.0	194310000.0	346250000.0	0.0	0.0	322780000.0	0.0	0.0	0.0	225080000.0	263690000.0
797	GIS2	P53849	58344000.0	0.0	0.0	53785000.0	0.0	57833000.0	0.0	0.0	0.0	80185000.0	61507000.0	74937000.0	47323000.0	42188000.0	47948000.0
798	CSL4	P53859	215070000.0	146580000.0	0.0	0.0	85369000.0	17775000.0	0.0	14337000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799	IPI3	P53877	0.0	0.0	16131000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800	NOP13	P53883	0.0	4769200.0	16828000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
801	NSG2	P53898	0.0	0.0	16227000.0	7078100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802	AAH1	P53909	0.0	6543400.0	18289000.0	0.0	5710800.0	10280000.0	0.0	0.0	0.0	10073000.0	0.0	7373100.0	8075600.0	12929000.0	0.0
803	0.0	P53912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6566300.0	8767600.0	0.0	0.0	0.0	0.0
804	KRE33	P53914	12591000.0	0.0	27391000.0	0.0	0.0	10768000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49014000.0	32207000.0
805	SWS2	P53937	0.0	0.0	0.0	0.0	85288000.0	9962900.0	0.0	0.0	0.0	0.0	0.0	0.0	30284000.0	0.0	75273000.0
806	IMP4	P53941	0.0	0.0	8220700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9312000.0
807	SIW14	P53965	0.0	0.0	386520000.0	81200000.0	0.0	0.0	0.0	0.0	117320000.0	0.0	157880000.0	0.0	225030000.0	0.0	0.0
808	HEF3	P53978	182990000.0	126270000.0	446370000.0	217970000.0	129610000.0	267100000.0	47749000.0	110380000.0	180990000.0	323340000.0	80224000.0	237240000.0	0.0	998720000.0	289940000.0
809	0.0	P53981	7254500.0	15368000.0	45689000.0	42547000.0	13351000.0	76989000.0	20617000.0	0.0	12240000.0	51556000.0	32906000.0	51425000.0	38335000.0	86829000.0	25963000.0
810	SUB1	P54000	0.0	60886000.0	0.0	31634000.0	0.0	0.0	0.0	0.0	81300000.0	25507000.0	0.0	0.0	0.0	0.0	13779000.0
811	ADE16	P54113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7856400.0	7494000.0	5801900.0	14351000.0	0.0
812	ALD3;ALD2	P54114;P47771	7511500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7011600.0	0.0	0.0	0.0	0.0
813	ALD6	P54115	2232300000.0	1077000000.0	6065500000.0	2214800000.0	1101900000.0	2993100000.0	2679200000.0	758470000.0	1325700000.0	3127500000.0	2481200000.0	3640600000.0	2132800000.0	3314900000.0	5105700000.0
814	RPL15B	P54780	0.0	0.0	864200000.0	0.0	0.0	0.0	0.0	0.0	0.0	95339000.0	0.0	0.0	0.0	507840000.0	151280000.0
815	ERG5	P54781	0.0	0.0	59160000.0	22568000.0	0.0	0.0	26696000.0	0.0	0.0	0.0	6590500.0	0.0	0.0	0.0	30655000.0
816	ERV25	P54837	25499000.0	0.0	34316000.0	0.0	0.0	0.0	20066000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817	ERG13	P54839	218170000.0	96725000.0	334200000.0	183630000.0	55670000.0	165540000.0	106690000.0	22792000.0	63541000.0	322790000.0	202050000.0	191960000.0	77081000.0	372080000.0	335750000.0
818	DNM1	P54861	6128600.0	0.0	20604000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5034300.0	0.0	7852900.0	13799000.0	8572600.0
819	PRO2	P54885	21148000.0	0.0	29843000.0	23337000.0	0.0	0.0	21885000.0	11159000.0	17420000.0	41074000.0	23103000.0	22933000.0	20912000.0	51976000.0	34322000.0
820	ACT1	P60010	2329900000.0	1004400000.0	4577800000.0	2710400000.0	1101800000.0	2696200000.0	1766300000.0	840530000.0	1473700000.0	2484700000.0	1841800000.0	2831200000.0	1995200000.0	4547200000.0	3760300000.0
821	HHT1	P61830	20357000.0	0.0	34048000.0	16445000.0	0.0	174060000.0	96545000.0	0.0	13726000.0	132660000.0	0.0	114060000.0	153800000.0	0.0	89180000.0
822	ADE12	P80210	118960000.0	16402000.0	272230000.0	161930000.0	46038000.0	109000000.0	75586000.0	35557000.0	30976000.0	80401000.0	122250000.0	112350000.0	95088000.0	184520000.0	173660000.0
823	YAT1	P80235	46346000.0	11973000.0	80893000.0	57449000.0	0.0	66586000.0	54074000.0	32250000.0	17717000.0	15992000.0	19620000.0	14304000.0	48758000.0	58114000.0	0.0
824	ARP4	P80428	0.0	0.0	15483000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11508000.0
825	TIM11	P81449	0.0	0.0	7683500.0	11209000.0	0.0	0.0	0.0	0.0	0.0	0.0	13573000.0	0.0	13890000.0	15159000.0	11109000.0
826	ATP19	P81451	0.0	0.0	0.0	0.0	0.0	0.0	8863000.0	0.0	0.0	24546000.0	0.0	0.0	25216000.0	0.0	0.0
827	GPD1	Q00055	27018000.0	33107000.0	218860000.0	40961000.0	0.0	67393000.0	38417000.0	17404000.0	15533000.0	54476000.0	61419000.0	151610000.0	145760000.0	248620000.0	21894000.0
828	RHO3	Q00245	0.0	0.0	91966000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25479000.0
829	NUM1	Q00402	850080000.0	0.0	1047200000.0	6792900.0	0.0	0.0	0.0	0.0	0.0	0.0	945200000.0	1065400000.0	0.0	8340700.0	1280300000.0
830	SDH1	Q00711;P47052	104810000.0	24873000.0	221890000.0	132120000.0	0.0	396410000.0	60004000.0	70088000.0	41000000.0	41833000.0	46047000.0	41145000.0	140060000.0	163190000.0	184500000.0
831	TPS1	Q00764	11135000.0	0.0	55264000.0	46196000.0	0.0	110580000.0	56560000.0	0.0	34175000.0	0.0	59297000.0	9061100.0	6273100.0	56857000.0	74567000.0
832	SLT2	Q00772	0.0	0.0	31368000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5020800.0	0.0	0.0	21518000.0
833	ACC1	Q00955;P32874	450250000.0	190590000.0	1509600000.0	624100000.0	232000000.0	490460000.0	439330000.0	81038000.0	202640000.0	523440000.0	359990000.0	388890000.0	262320000.0	818650000.0	762830000.0
834	RPA49	Q01080	11602000.0	0.0	15926000.0	0.0	0.0	0.0	0.0	0.0	0.0	15169000.0	0.0	0.0	0.0	0.0	20707000.0
835	RSM23	Q01163	0.0	0.0	20875000.0	0.0	1297500000.0	329490000.0	0.0	0.0	0.0	0.0	594790000.0	0.0	1212600000.0	0.0	1486000000.0
836	ARG5,6	Q01217	0.0	0.0	74963000.0	35374000.0	0.0	28755000.0	0.0	0.0	0.0	0.0	0.0	0.0	6301400.0	57014000.0	55804000.0
837	NPL3	Q01560	22800000.0	0.0	19917000.0	0.0	0.0	84909000.0	0.0	0.0	24474000.0	90807000.0	44733000.0	80712000.0	50407000.0	93966000.0	19092000.0
838	ACS1	Q01574	546440000.0	28129000.0	236070000.0	961290000.0	0.0	1945200000.0	166550000.0	635710000.0	237170000.0	22466000.0	323340000.0	26587000.0	1147100000.0	904760000.0	120140000.0
839	MAP1	Q01662	0.0	0.0	14578000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6871200.0	0.0	0.0	42525000.0
840	RPS15	Q01855	1019900000.0	969730000.0	2499800000.0	1411100000.0	725660000.0	1648800000.0	958480000.0	190750000.0	1142100000.0	1539500000.0	1155600000.0	1315200000.0	1262600000.0	3908100000.0	2164400000.0
841	RPT6	Q01939	11644000.0	41597000.0	198750000.0	60107000.0	15056000.0	32050000.0	35902000.0	15636000.0	23998000.0	31401000.0	22760000.0	0.0	0.0	0.0	47886000.0
842	FOX2	Q02207	0.0	0.0	0.0	25235000.0	0.0	36101000.0	5914300.0	30925000.0	0.0	0.0	0.0	0.0	49100000.0	17485000.0	0.0
843	RPL6A	Q02326	531600000.0	72590000.0	363990000.0	259110000.0	312580000.0	423920000.0	486790000.0	157130000.0	176690000.0	384070000.0	248790000.0	552110000.0	227810000.0	610000000.0	829610000.0
844	MRPS16	Q02608	0.0	0.0	0.0	0.0	315250000.0	35671000.0	0.0	0.0	0.0	124370000.0	37188000.0	0.0	272750000.0	0.0	291860000.0
845	EGD1	Q02642	13147000.0	23303000.0	0.0	44332000.0	26088000.0	0.0	0.0	0.0	15884000.0	92744000.0	0.0	47420000.0	0.0	113540000.0	17766000.0
846	RPL21A	Q02753	188580000.0	97323000.0	528710000.0	0.0	57615000.0	60741000.0	117240000.0	0.0	36363000.0	56000000.0	88024000.0	127530000.0	77126000.0	104080000.0	304250000.0
847	GRX5	Q02784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8332500.0	9824200.0	9887000.0	0.0	0.0
848	PDR12	Q02785	0.0	0.0	128600000.0	0.0	0.0	7916700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39224000.0
849	SRP1	Q02821	0.0	72316000.0	47940000.0	11226000.0	0.0	0.0	0.0	0.0	0.0	64429000.0	0.0	62673000.0	12721000.0	0.0	0.0
850	NOG1	Q02892	35342000.0	6178300.0	192610000.0	117090000.0	43056000.0	18262000.0	63126000.0	0.0	17577000.0	0.0	24572000.0	63095000.0	18815000.0	177550000.0	44313000.0
851	ELP3	Q02908	0.0	0.0	19686000.0	9118800.0	0.0	0.0	23532000.0	0.0	0.0	0.0	0.0	0.0	10741000.0	7317100.0	0.0
852	NAN1	Q02931	10875000.0	0.0	36597000.0	7748200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12560000.0	27142000.0
853	MRP51	Q02950	0.0	0.0	0.0	0.0	666070000.0	143410000.0	0.0	0.0	0.0	0.0	109830000.0	0.0	453640000.0	0.0	800680000.0
854	ODC1	Q03028	0.0	0.0	0.0	9538700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12308000.0	0.0
855	COF1	Q03048	0.0	0.0	22545000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38392000.0	10712000.0
856	SVL3	Q03088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16325000.0	15246000.0
857	0.0	Q03161	20447000.0	0.0	36055000.0	9297700.0	0.0	17798000.0	11805000.0	0.0	0.0	12300000.0	15705000.0	10990000.0	12557000.0	40734000.0	36353000.0
858	RLI1	Q03195	84943000.0	40920000.0	289050000.0	104250000.0	59998000.0	134560000.0	122210000.0	0.0	54609000.0	86476000.0	59057000.0	137500000.0	93475000.0	173950000.0	213670000.0
859	RSM10	Q03201	0.0	0.0	0.0	0.0	680730000.0	365620000.0	0.0	0.0	0.0	0.0	155140000.0	0.0	372870000.0	15734000.0	1037600000.0
860	MRPS17	Q03246	0.0	0.0	0.0	0.0	488470000.0	212000000.0	0.0	0.0	0.0	0.0	98953000.0	1771700.0	524200000.0	0.0	622630000.0
861	PRP3	Q03338	0.0	0.0	0.0	119510000.0	17406000.0	0.0	0.0	0.0	0.0	0.0	0.0	38009000.0	0.0	68693000.0	0.0
862	RSM28	Q03430	0.0	0.0	22469000.0	14804000.0	588940000.0	63703000.0	0.0	0.0	0.0	0.0	0.0	0.0	185870000.0	0.0	270620000.0
863	RSN1	Q03516	19017000.0	0.0	78398000.0	0.0	0.0	0.0	0.0	0.0	11399000.0	0.0	0.0	14591000.0	0.0	0.0	0.0
864	HAS1	Q03532	46962000.0	0.0	163800000.0	44449000.0	14084000.0	0.0	46242000.0	0.0	11654000.0	0.0	0.0	61280000.0	0.0	160650000.0	165970000.0
865	OYE2	Q03558;P41816	58531000.0	14018000.0	38443000.0	35155000.0	0.0	63318000.0	45986000.0	0.0	37317000.0	36543000.0	31773000.0	55751000.0	8193600.0	88262000.0	136410000.0
866	TCB3	Q03640	12368000.0	0.0	45519000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15365000.0	17228000.0
867	CLU1	Q03690	0.0	0.0	216660000.0	54471000.0	0.0	30309000.0	32963000.0	0.0	9392300.0	20771000.0	13118000.0	71807000.0	17748000.0	99647000.0	131790000.0
868	MRPS8	Q03799	0.0	0.0	0.0	0.0	973030000.0	207880000.0	0.0	0.0	0.0	0.0	264960000.0	0.0	668670000.0	0.0	821290000.0
869	ARX1	Q03862	0.0	0.0	0.0	14501000.0	0.0	14760000.0	9082200.0	0.0	0.0	19766000.0	0.0	5367700.0	0.0	21192000.0	22562000.0
870	RVB1	Q03940	67655000.0	18572000.0	178580000.0	85726000.0	20085000.0	57747000.0	118930000.0	15344000.0	10956000.0	87502000.0	23381000.0	57316000.0	37434000.0	67075000.0	105430000.0
871	HMO1	Q03973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12168000.0	0.0	0.0	0.0	0.0
872	RSM24	Q03976	0.0	0.0	0.0	0.0	1819000000.0	393690000.0	0.0	0.0	0.0	0.0	448730000.0	0.0	973190000.0	0.0	1693400000.0
873	YHM2	Q04013	75456000.0	87802000.0	461570000.0	269090000.0	87040000.0	147410000.0	154320000.0	110340000.0	108170000.0	168370000.0	64596000.0	171970000.0	114280000.0	447640000.0	130170000.0
874	RPN9	Q04062	0.0	0.0	9160900.0	0.0	0.0	0.0	0.0	0.0	0.0	10676000.0	0.0	0.0	0.0	0.0	0.0
875	TIF35	Q04067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9152400.0	0.0	11684000.0	0.0	60800000.0	0.0
876	HPT1	Q04178	0.0	0.0	54701000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28845000.0
877	RRB1	Q04225	14983000.0	0.0	9015900.0	12479000.0	0.0	7763100.0	0.0	0.0	0.0	0.0	0.0	18671000.0	0.0	0.0	0.0
878	UBX2	Q04228	0.0	175360000.0	0.0	113930000.0	0.0	156490000.0	0.0	0.0	0.0	0.0	241760000.0	55319000.0	0.0	0.0	0.0
879	0.0	Q04371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4931700.0	0.0
880	PUF6	Q04373	0.0	0.0	10243000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13122000.0	0.0
881	HFD1	Q04458	14558000.0	0.0	0.0	0.0	0.0	7975300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9511100.0	0.0
882	SPC24	Q04477	0.0	70486000.0	39880000.0	0.0	0.0	46563000.0	126490000.0	43692000.0	45919000.0	0.0	61670000.0	0.0	0.0	0.0	0.0
883	SEC13	Q04491	86349000.0	47625000.0	279370000.0	52185000.0	39745000.0	78761000.0	67559000.0	15543000.0	37482000.0	121260000.0	44995000.0	107500000.0	44733000.0	163710000.0	120550000.0
884	ERB1	Q04660	87184000.0	25330000.0	142410000.0	31739000.0	24836000.0	12411000.0	47797000.0	7467000.0	10611000.0	35643000.0	12388000.0	54460000.0	12728000.0	101980000.0	76755000.0
885	0.0	Q04867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2627200.0	0.0	5759300.0
886	0.0	Q04869	0.0	0.0	21690000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27521000.0	0.0
887	ADH6	Q04894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20665000.0	0.0	0.0	0.0	0.0
888	IVY1	Q04934	771100000.0	577720000.0	1998100000.0	1106100000.0	625100000.0	825860000.0	1064500000.0	392750000.0	820560000.0	967360000.0	642700000.0	1110800000.0	818820000.0	866160000.0	1278200000.0
889	RTN1	Q04947	102230000.0	55833000.0	141090000.0	113810000.0	68786000.0	120900000.0	0.0	0.0	91438000.0	0.0	87833000.0	0.0	103650000.0	0.0	150510000.0
890	0.0	Q05016	68086000.0	15787000.0	88937000.0	45828000.0	34968000.0	88648000.0	64735000.0	0.0	44856000.0	113230000.0	97178000.0	86562000.0	73881000.0	86199000.0	143350000.0
891	RRP5	Q05022	77969000.0	10391000.0	250730000.0	71307000.0	72691000.0	58501000.0	47852000.0	0.0	4924100.0	31740000.0	14816000.0	84351000.0	34233000.0	194410000.0	167890000.0
892	ARP9	Q05123	0.0	0.0	43167000.0	0.0	42354000.0	0.0	56028000.0	0.0	0.0	0.0	0.0	74681000.0	12523000.0	0.0	5294200.0
893	ERP1	Q05359	0.0	0.0	31815000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11172000.0	19701000.0
894	0.0	Q05506;P38714	45621000.0	18978000.0	152630000.0	103240000.0	18739000.0	141470000.0	60940000.0	0.0	28236000.0	123440000.0	70983000.0	110940000.0	48297000.0	108510000.0	174160000.0
895	SVF1	Q05515	0.0	0.0	0.0	0.0	0.0	20121000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33930000.0	26159000.0
896	RRP45	Q05636	26614000.0	49215000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897	HCR1	Q05775	10515000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18652000.0	23762000.0	22966000.0	30658000.0	17582000.0	0.0
898	HRI1	Q05905	0.0	0.0	16660000.0	0.0	0.0	0.0	10802000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
899	ADE13	Q05911	63059000.0	20822000.0	68199000.0	80543000.0	10010000.0	133180000.0	30224000.0	7525400.0	26708000.0	72639000.0	96033000.0	86074000.0	67478000.0	131290000.0	126030000.0
900	UTP13	Q05946	0.0	0.0	0.0	0.0	0.0	0.0	5730000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8426300.0
901	THI7;THI72	Q05998;Q08579	0.0	0.0	27050000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9696800.0	21228000.0
902	RPN7	Q06103	0.0	10052000.0	39939000.0	0.0	0.0	0.0	19256000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16663000.0
903	KAP95	Q06142	0.0	116840000.0	95732000.0	0.0	0.0	0.0	0.0	9939200.0	0.0	92336000.0	0.0	80583000.0	0.0	0.0	0.0
904	DCS1	Q06151	0.0	0.0	4750900.0	0.0	0.0	6854900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905	NMA1	Q06178	0.0	4577900.0	17255000.0	7872200.0	3918300.0	0.0	8611900.0	0.0	0.0	6818500.0	0.0	6288800.0	0.0	0.0	0.0
906	FPR4	Q06205	58182000.0	44761000.0	125680000.0	46134000.0	40960000.0	25249000.0	30719000.0	0.0	8631400.0	10254000.0	8307000.0	32936000.0	0.0	48990000.0	64969000.0
907	DBP9	Q06218	10217000.0	7645600.0	97405000.0	41501000.0	17777000.0	0.0	29216000.0	0.0	8349100.0	0.0	0.0	0.0	0.0	39450000.0	83104000.0
908	TOS4	Q06266	29076000.0	0.0	0.0	0.0	37218000.0	51195000.0	73123000.0	0.0	11445000.0	0.0	0.0	0.0	24759000.0	40321000.0	102910000.0
909	EMG1	Q06287	0.0	0.0	6564500.0	0.0	0.0	0.0	0.0	0.0	0.0	20511000.0	0.0	0.0	0.0	0.0	5407500.0
910	BCP1	Q06338	25429000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28376000.0	0.0	0.0	0.0	0.0
911	ATP17	Q06405	66434000.0	0.0	0.0	0.0	0.0	0.0	69895000.0	0.0	45173000.0	62764000.0	0.0	0.0	78119000.0	0.0	125630000.0
912	SPN1	Q06505	0.0	0.0	0.0	0.0	0.0	4868400.0	0.0	0.0	0.0	7409100.0	0.0	0.0	0.0	0.0	0.0
913	GPN3	Q06543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12289000.0	0.0
914	IKI3	Q06706	14032000.0	0.0	21847000.0	14828000.0	0.0	0.0	9678600.0	0.0	9136600.0	0.0	6710300.0	0.0	16321000.0	0.0	19344000.0
915	SUB2	Q07478	36700000.0	21904000.0	74528000.0	115570000.0	47065000.0	226040000.0	78239000.0	34144000.0	68846000.0	145160000.0	107880000.0	154370000.0	96345000.0	235930000.0	194590000.0
916	YDL086W	Q07505	0.0	0.0	0.0	0.0	0.0	14789000.0	6060400.0	0.0	0.0	0.0	0.0	0.0	0.0	14803000.0	0.0
917	0.0	Q07551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8754100.0	0.0	0.0	0.0	0.0
918	NOP6	Q07623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14975000.0	0.0	0.0	12308000.0	0.0
919	RIX7	Q07844	0.0	7982900.0	31063000.0	17980000.0	8882300.0	0.0	12678000.0	0.0	0.0	0.0	7819400.0	11140000.0	0.0	22614000.0	30312000.0
920	RLP24	Q07915	41218000.0	16719000.0	14121000.0	29202000.0	0.0	21454000.0	0.0	0.0	0.0	0.0	12932000.0	0.0	0.0	0.0	0.0
921	MEU1	Q07938	43342000.0	26369000.0	97581000.0	61400000.0	23477000.0	27119000.0	44423000.0	0.0	25028000.0	17756000.0	36364000.0	10172000.0	29430000.0	68198000.0	74434000.0
922	RCL1	Q08096	8551600.0	4701300.0	20665000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923	DIS3	Q08162	455800000.0	344300000.0	0.0	6668600.0	409390000.0	76984000.0	0.0	68467000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924	NOP12	Q08208	0.0	0.0	0.0	18644000.0	26477000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20579000.0	20223000.0
925	BRX1	Q08235	15371000.0	0.0	52375000.0	45994000.0	32153000.0	10245000.0	0.0	5934400.0	8295700.0	21969000.0	21711000.0	11428000.0	0.0	56361000.0	52885000.0
926	ZEO1	Q08245	374250000.0	28318000.0	85202000.0	84178000.0	63545000.0	281370000.0	64873000.0	0.0	239910000.0	387050000.0	209770000.0	438600000.0	352310000.0	82019000.0	140380000.0
927	RRP40	Q08285	257470000.0	223460000.0	0.0	0.0	215470000.0	38148000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928	ETT1	Q08421	0.0	0.0	52104000.0	22378000.0	0.0	15219000.0	13131000.0	0.0	0.0	22852000.0	0.0	21709000.0	17676000.0	31262000.0	49708000.0
929	TUM1	Q08686	0.0	0.0	0.0	0.0	0.0	10035000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930	NAT5	Q08689	9043900.0	0.0	71545000.0	22279000.0	0.0	12350000.0	17423000.0	0.0	0.0	0.0	0.0	0.0	0.0	33172000.0	20548000.0
931	RPN8	Q08723	0.0	0.0	78881000.0	70932000.0	0.0	45871000.0	0.0	0.0	0.0	34699000.0	0.0	0.0	0.0	14348000.0	0.0
932	0.0	Q08900	0.0	0.0	0.0	0.0	4590600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
933	MRN1	Q08925	0.0	0.0	12825000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8469200.0
934	APL5	Q08951	18746000.0	0.0	68797000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935	TYW1	Q08960	0.0	0.0	15892000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936	NIP7	Q08962	0.0	0.0	0.0	5263800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14463000.0	0.0	0.0	7380400.0
937	BMS1	Q08965	0.0	0.0	30666000.0	0.0	7051700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19082000.0	0.0
938	GRE1	Q08969	35657000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939	NEW1	Q08972	0.0	0.0	211170000.0	5434100.0	0.0	8694600.0	8858800.0	0.0	0.0	0.0	0.0	0.0	17267000.0	79020000.0	96763000.0
940	SAM4	Q08985;Q04898	85600000.0	5024700.0	56976000.0	79172000.0	0.0	35685000.0	17074000.0	0.0	13300000.0	110950000.0	42661000.0	111730000.0	31599000.0	120890000.0	42838000.0
