Protein.IDs	Gene.names	Intensity.01	Intensity.02	Intensity.03	Intensity.04	Intensity.05	Intensity.06	Intensity.07	Intensity.08	Intensity.09	Intensity.10	Intensity.11	Intensity.12	Intensity.13	Intensity.14	Intensity.15	LFQ.intensity.01	LFQ.intensity.02	LFQ.intensity.03	LFQ.intensity.04	LFQ.intensity.05	LFQ.intensity.06	LFQ.intensity.07	LFQ.intensity.08	LFQ.intensity.09	LFQ.intensity.10	LFQ.intensity.11	LFQ.intensity.12	LFQ.intensity.13	LFQ.intensity.14	LFQ.intensity.15	MS.MS.count.01	MS.MS.count.02	MS.MS.count.03	MS.MS.count.04	MS.MS.count.05	MS.MS.count.06	MS.MS.count.07	MS.MS.count.08	MS.MS.count.09	MS.MS.count.10	MS.MS.count.11	MS.MS.count.12	MS.MS.count.13	MS.MS.count.14	MS.MS.count.15	MS.MS.count
P05759;P0CH09;P0CH08;P0CG63	RPS31	146770000	361790000	716680000	173240000	240600000	413860000	142680000	19976000	30460000	335400000	37839000	460310000	294390000	127640000	666560000	182300000	362650000	195420000	180090000	167750000	179130000	203880000	0	0	159350000	176140000	186800000	1.38e+08	123910000	200630000	3	4	6	3	2	4	3	1	1	4	2	5	4	2	6	50
P06103	PRT1	58784000	17508000	262350000	60539000	0	16998000	25720000	0	22310000	57092000	9797100	121130000	35153000	122220000	137270000	35344000	0	52929000	26085000	0	0	23649000	0	0	38745000	0	32315000	27657000	41694000	36092000	3	1	6	3	0	1	2	0	1	2	1	5	2	4	4	35
P06105	SCP160	35241000	39051000	97706000	14324000	10351000	52444000	35279000	0	0	38089000	98613000	61208000	29529000	115520000	95646000	0	29155000	17514000	0	0	24111000	19747000	0	0	0	27602000	24989000	18815000	16660000	28008000	2	3	5	1	1	3	3	0	0	1	6	3	2	5	3	38
P06106	MET17	155700000	46806000	637800000	199910000	26264000	207760000	156860000	30332000	51819000	148810000	85131000	154080000	88227000	223140000	423860000	71689000	40303000	117830000	61047000	0	60488000	54060000	0	50411000	48010000	51639000	53189000	48231000	61553000	76642000	4	3	9	5	1	5	5	1	2	4	2	4	3	3	8	59
P06168	ILV5	1402200000	649360000	1688400000	1411300000	439560000	1572300000	828940000	403190000	843740000	1873600000	1888600000	2.088e+09	1341900000	2.305e+09	1.915e+09	174850000	181700000	127590000	188750000	128330000	221280000	156120000	181170000	185980000	246990000	253640000	230150000	195240000	194240000	177670000	17	12	22	17	8	17	11	9	14	22	18	25	19	22	19	252
P06169;P26263;Q07471	PDC1	1.5273e+10	7851900000	2.1216e+10	1.9055e+10	8402100000	2.0065e+10	1.1204e+10	5.587e+09	1.0577e+10	2.1054e+10	1.8821e+10	1.9771e+10	1.3882e+10	2.6634e+10	1.8452e+10	2075700000	1850500000	1892300000	2307900000	1872900000	2310400000	2060500000	1921100000	2005200000	2.661e+09	2672300000	2549400000	2016100000	2522200000	2046300000	42	34	47	39	36	41	41	26	35	34	46	42	38	44	42	587
P06208-2;P06208	LEU4	0	22173000	247010000	19691000	10150000	66326000	73358000	8933000	19025000	58932000	77970000	17499000	12640000	163080000	131460000	0	0	38773000	0	0	32794000	31184000	0	0	28371000	43206000	0	0	39545000	35669000	0	1	8	1	1	3	3	1	1	3	4	1	1	4	5	37
P06367;P39516	RPS14A;RPS14B	2280100000	845510000	5059600000	1491800000	1295800000	1593700000	1767500000	515800000	1435700000	1769600000	955450000	1893900000	1193400000	2157300000	3934200000	526050000	512210000	834770000	466130000	582280000	405510000	621510000	361080000	465460000	409970000	336710000	441590000	371020000	519400000	739500000	13	6	18	8	10	12	14	7	12	12	10	13	9	17	16	177
P06634	DED1	5.4289e+10	2.7074e+10	1290500000	1.9632e+10	192190000	473560000	603990000	167590000	465260000	433760000	321270000	5.2443e+10	4.2211e+10	937230000	916290000	8917200000	7408500000	113570000	2809200000	62114000	91136000	87930000	61075000	108090000	77307000	70055000	7417200000	7737400000	97663000	101080000	90	65	20	47	5	9	11	7	9	8	8	86	81	12	14	472
P06738	GPH1	19248000	0	15647000	19672000	8667900	34346000	10931000	0	11585000	16007000	0	12686000	19878000	16036000	23258000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1	0	1	1	0	1	2	1	1	14
P06780	RHO1	0	0	14669000	0	0	24293000	0	0	0	0	0	0	0	38533000	23976000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	4
P06786	TOP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8414000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
P07143	CYT1	100440000	28371000	242920000	134730000	55668000	42971000	89585000	28517000	36842000	50752000	32839000	102150000	122150000	170140000	181190000	58658000	0	73014000	67278000	48630000	0	60041000	71381000	0	0	0	54412000	60870000	56125000	62812000	2	1	4	3	2	1	2	2	1	1	1	2	4	3	3	32
P07149	FAS1	1341500000	565310000	3810600000	1787300000	678650000	1.642e+09	1435900000	405800000	1016600000	1799600000	1643500000	1472100000	1186500000	3408900000	3022500000	118830000	97468000	146820000	133290000	107140000	113960000	133790000	106670000	116620000	129020000	132600000	119990000	113540000	144510000	135600000	27	21	49	34	21	33	31	16	29	36	37	28	27	41	43	473
P07170	ADK1	176320000	120820000	167200000	170490000	56285000	217860000	0	0	160680000	298520000	325120000	413980000	272990000	207690000	329960000	97770000	84722000	35776000	63367000	67228000	98521000	0	0	87091000	103760000	115640000	117410000	99325000	47256000	57017000	5	3	5	4	3	6	0	0	4	7	6	8	7	6	8	72
P07213	TOM70	1.5457e+10	0	0	27367000	0	1.0663e+10	8137200000	0	0	0	0	6476200000	31987000	1.0217e+10	0	2864600000	0	0	0	0	1589400000	1758900000	0	0	0	0	812190000	0	1057700000	0	45	0	0	0	0	33	34	0	0	0	0	28	0	26	0	166
P07244	ADE5,7	345050000	84111000	760420000	478050000	157390000	438540000	405550000	63282000	158670000	528970000	321520000	430620000	214850000	945840000	753260000	82540000	50652000	96507000	94014000	67424000	77569000	87558000	33364000	74326000	94707000	74424000	83796000	70401000	103290000	95372000	8	4	13	11	6	10	12	2	7	11	9	10	7	17	10	137
P07245	ADE3	100570000	0	294970000	93498000	14317000	173250000	72310000	19138000	63862000	86692000	84754000	89985000	84976000	268380000	314800000	33403000	0	43253000	34080000	0	41583000	33644000	20120000	32155000	32598000	33430000	31840000	33771000	43371000	47854000	4	0	9	4	1	6	3	2	4	4	4	4	3	7	9	64
P07251	ATP1	1105600000	351890000	1625500000	1636200000	468170000	1920700000	707750000	578640000	763180000	1487200000	852780000	1471500000	1959300000	1682100000	1985400000	250840000	186990000	234340000	284200000	191330000	371350000	225520000	366170000	265210000	235680000	293190000	251340000	400400000	236800000	245810000	15	6	16	15	9	16	8	7	10	15	8	17	18	15	18	193
P07256	COR1	75592000	39414000	175840000	155340000	0	298420000	72885000	47481000	44089000	92745000	139570000	176820000	127260000	117690000	240930000	41684000	35667000	32365000	46062000	0	71657000	32770000	50783000	36741000	37562000	51392000	36672000	47615000	32520000	40175000	3	2	5	5	0	7	3	2	2	4	4	5	5	3	8	58
P07257	QCR2	119060000	33437000	307850000	197760000	42459000	255210000	137810000	31263000	98783000	244330000	148390000	177680000	192620000	285440000	255390000	59365000	36349000	55320000	63572000	37134000	77223000	49105000	0	60886000	60739000	57984000	56384000	67106000	55893000	58441000	3	2	8	4	3	6	5	1	6	8	4	5	4	8	7	74
P07259	URA2	962310000	419610000	2815100000	1.77e+09	315410000	1026700000	1400200000	340390000	580440000	912160000	585700000	895890000	995670000	2015900000	2.181e+09	107840000	89462000	169260000	153350000	66931000	116580000	153070000	99865000	101130000	89847000	89849000	91052000	116200000	137840000	135860000	25	15	56	35	14	25	33	12	22	21	16	21	27	33	41	396
P07260	CDC33	51289000	31111000	145990000	43029000	47466000	51607000	58593000	0	39168000	74163000	46232000	62690000	25725000	91049000	54973000	30967000	28594000	29416000	25818000	26311000	25180000	28778000	0	32669000	33227000	32913000	32327000	0	25535000	0	2	2	4	2	4	3	3	0	2	3	2	2	1	3	2	35
P07262;P39708	GDH1	234640000	86482000	1.283e+09	162230000	111590000	249820000	332110000	31278000	142270000	192030000	66610000	139630000	75568000	799640000	898080000	62659000	41007000	176570000	50832000	45206000	65085000	94159000	44175000	66715000	38630000	24808000	34806000	30957000	109200000	115130000	6	4	17	6	4	7	9	2	6	7	3	5	3	12	15	106
P07263-2;P07263	HTS1	25395000	141090000	231070000	40054000	27412000	112840000	28431000	0	154290000	52535000	80286000	263220000	95056000	125270000	78361000	0	0	69432000	0	42184000	65408000	0	0	0	48495000	0	88981000	60867000	46760000	55525000	1	1	5	1	2	3	1	0	1	3	1	7	2	3	4	35
P07264	LEU1	879350000	395270000	1590600000	468670000	179720000	805440000	331920000	231850000	451650000	934540000	913050000	739550000	347410000	1203600000	1393500000	159170000	132400000	165360000	113730000	66936000	117570000	93730000	109130000	141910000	135300000	190420000	106600000	85859000	140340000	138360000	17	10	24	12	7	18	9	8	12	20	17	18	9	16	21	218
P07267	PEP4	0	0	22888000	8079800	0	18089000	0	0	0	0	0	0	0	7649900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	4
P07274	PFY1	0	0	0	0	0	26774000	0	0	0	11041000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
P07278	BCY1	16489000	0	0	0	0	0	0	0	10864000	0	0	13319000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3
P07281;P07280	RPS19B;RPS19A	630030000	640100000	1357300000	1605600000	3.06e+08	810590000	604850000	134050000	589330000	870050000	1155500000	1352700000	714930000	1468900000	2074900000	314940000	347890000	267930000	394680000	330960000	290920000	292530000	245110000	268470000	335440000	362290000	361440000	316780000	390370000	387220000	6	5	9	9	3	5	4	2	5	7	7	8	5	6	8	89
P07283	SEC53	318350000	148750000	580450000	155310000	179790000	176520000	134700000	55688000	72774000	400990000	84275000	293130000	161430000	329050000	461900000	79373000	83333000	105230000	67622000	91102000	74108000	72783000	58711000	62476000	83847000	56281000	79455000	64604000	64066000	81913000	7	4	7	3	4	2	3	2	2	8	3	5	4	6	9	69
P07284	SES1	134950000	84637000	252940000	119760000	76909000	267410000	85004000	0	79117000	343570000	127630000	217760000	200740000	496800000	258080000	75991000	63579000	55521000	71679000	53262000	73189000	54766000	0	68714000	102400000	72989000	74297000	83387000	83621000	64042000	3	3	4	3	3	6	2	0	2	7	4	4	5	9	5	60
P07285	TRP4	0	0	37314000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
P07342	ILV2	47970000	49023000	227160000	195060000	8150500	201960000	29346000	0	80102000	87848000	119550000	40478000	11293000	291170000	382300000	40112000	39230000	86135000	76498000	0	61881000	0	0	58358000	49805000	52340000	33759000	0	56357000	90746000	2	2	5	4	1	6	2	0	3	4	3	2	1	5	8	48
P07560;Q99260	SEC4;YPT6	0	0	78821000	24919000	0	0	30858000	0	17061000	0	0	0	14325000	25145000	63027000	0	0	30882000	0	0	0	21856000	0	0	0	0	0	0	0	26986000	0	0	2	1	0	0	2	0	1	0	0	0	1	1	2	10
P07702	LYS2	12014000	0	46848000	19680000	0	0	13256000	0	7366300	7772900	14611000	0	0	7518900	10914000	0	0	11437000	10775000	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	1	0	1	1	1	0	0	1	1	13
P07703	RPC40	16138000	0	69675000	9872400	21388000	0	28219000	3512200	22600000	62010000	0	57698000	0	36727000	78452000	0	0	31475000	0	0	0	0	0	0	24481000	0	24293000	0	0	24370000	1	0	4	1	1	0	1	1	1	3	0	3	0	1	4	21
P07806-2;P07806	VAS1	175340000	33847000	278030000	393470000	60066000	195750000	162760000	5243800	72451000	221550000	234720000	302050000	249550000	458550000	603490000	44624000	18806000	49081000	61796000	30258000	48204000	47370000	0	34496000	55231000	59930000	52629000	58206000	60938000	67355000	6	2	7	14	3	8	7	1	4	8	8	11	9	11	14	113
P07991	CAR2	0	0	65991000	53891000	0	136030000	14485000	0	26461000	0	13627000	29590000	83493000	50840000	41535000	0	0	20785000	24094000	0	35783000	0	0	24027000	0	0	17181000	30284000	21697000	18015000	0	0	3	3	0	4	1	0	2	0	1	2	4	2	2	24
P08067	RIP1	32975000	7651400	112950000	119220000	0	108160000	31312000	38057000	41353000	65693000	42318000	64489000	48999000	110240000	99503000	0	0	33954000	52319000	0	63769000	0	53682000	37933000	42157000	0	39038000	0	50843000	40510000	1	1	3	3	0	2	1	2	2	2	1	2	1	2	2	25
P08417	FUM1	0	0	24758000	0	0	25104000	0	0	0	64700000	18603000	19834000	55350000	51214000	17379000	0	0	0	0	0	0	0	0	0	26574000	0	0	33895000	19902000	0	0	0	1	0	0	1	0	0	0	3	1	1	2	2	1	12
P08518	RPB2	0	0	67414000	0	5990600	0	0	0	0	0	0	0	0	10321000	28287000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	2	9
P08524	ERG20	149460000	70946000	140230000	130940000	28502000	101620000	65335000	0	42711000	191650000	40601000	162940000	35650000	71782000	112240000	37983000	41567000	26563000	38282000	31578000	37476000	30532000	0	43021000	55811000	0	44988000	0	32719000	31293000	5	4	4	4	2	3	3	0	2	5	1	5	1	2	3	44
P08536	MET3	1.019e+09	0	13659000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
P08566	ARO1	143390000	34426000	876670000	193420000	151520000	163740000	290810000	20424000	132910000	251120000	107690000	312500000	94537000	926220000	680610000	35443000	11940000	86338000	42769000	49909000	36512000	71165000	0	46243000	42483000	31036000	50367000	30171000	87196000	78993000	6	2	24	7	9	9	12	2	7	11	6	11	6	19	19	150
P08679	CIT2	0	0	0	13602000	0	62781000	30667000	15721000	0	0	14105000	0	53276000	0	0	0	0	0	0	0	31495000	0	0	0	0	0	0	30561000	0	0	0	0	0	1	0	2	1	1	0	0	1	0	2	0	0	8
P09064	SUI3	0	0	41700000	19951000	49983000	28184000	40031000	0	0	31187000	0	20850000	0	30256000	85176000	0	0	0	0	47655000	0	0	0	0	0	0	0	0	0	35613000	0	0	1	1	2	1	1	0	0	1	0	1	0	1	2	11
P09201	FBP1	0	0	0	8144900	0	32650000	0	0	0	0	0	0	34398000	13922000	0	0	0	0	0	0	17310000	0	0	0	0	0	0	20537000	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	1	0	7
P09232	PRB1	42875000	0	0	0	0	0	0	0	0	0	0	0	13990000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
P09435	SSA3	9.1e+07	0	0	0	0	0	0	0	42791000	0	55523000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4
P09436	ILS1	11003000	21312000	350310000	107370000	26812000	62343000	54880000	18923000	25994000	140080000	18478000	128520000	9151400	150460000	237020000	0	0	66293000	35684000	21778000	23547000	31486000	0	26978000	40327000	0	39171000	0	39388000	55400000	1	1	13	5	2	4	3	1	2	5	1	7	1	6	10	62
P09440	MIS1	146020000	14634000	434160000	146970000	94937000	106360000	146060000	5547400	33486000	51951000	50979000	96439000	90891000	241910000	141570000	42567000	0	69430000	45639000	50776000	35427000	57468000	0	24646000	24612000	25696000	30025000	33993000	47513000	44173000	6	1	10	6	5	4	6	1	2	2	3	5	4	8	5	68
P09457	ATP5	67785000	0	35215000	132610000	17199000	119240000	0	49188000	24292000	168760000	184360000	87938000	106600000	103920000	98890000	40109000	0	22958000	48476000	26112000	66510000	0	39895000	49938000	50466000	69596000	44272000	53967000	34836000	34452000	4	0	2	3	2	4	0	3	2	5	5	3	5	4	5	47
P09547	SWI1	0	0	26625000	0	159220000	0	36930000	0	0	0	0	78880000	9275900	0	0	0	0	0	0	71993000	0	0	0	0	0	0	34771000	0	0	0	0	0	1	0	5	0	2	0	0	0	0	3	0	0	0	11
P09624	LPD1	0	0	38494000	0	0	0	6793600	0	0	0	0	0	0	11286000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	4
P09733	TUB1	99256000	27460000	488830000	129160000	32769000	235110000	124220000	36467000	59446000	91701000	131980000	70237000	96396000	339650000	220830000	49037000	0	78741000	68085000	0	63382000	73609000	0	48012000	41515000	52384000	36643000	44509000	77102000	61225000	3	1	10	3	1	8	4	1	3	4	5	2	4	9	6	64
P09734	TUB3	26916000	0	120610000	46813000	0	10145000	13341000	16135000	0	36402000	17734000	0	15044000	78231000	39410000	0	0	26994000	24129000	0	0	0	24984000	0	0	0	0	0	23610000	16696000	2	0	4	2	0	1	1	2	0	2	1	0	1	3	3	22
P09880	TRL1	0	0	0	0	0	0	0	0	0	0	0	0	0	11084000	21326000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3
P09938	RNR2	16537000	13387000	0	12767000	0	0	0	0	0	0	41787000	0	7729900	23005000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	3	0	1	1	0	9
P09950	HEM1	0	0	0	8446600	0	0	0	0	0	0	0	25877000	0	15106000	9406900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	5
Q3E792;P0C0T4	RPS25A;RPS25B	304700000	298270000	955440000	222890000	355230000	541050000	430280000	0	151860000	293110000	226490000	37876000	224100000	297490000	966940000	201330000	246510000	255270000	185660000	225740000	169070000	252780000	0	184610000	128720000	142990000	0	147960000	173950000	250600000	4	3	7	3	3	6	4	0	2	3	2	1	4	5	5	52
P0C0V8	RPS21A	21220000	33042000	84155000	17740000	30629000	50376000	47393000	18518000	30297000	61565000	45659000	67018000	17876000	83108000	96035000	0	32926000	32435000	0	27421000	27729000	33128000	23595000	26479000	34003000	31494000	36092000	0	32226000	39388000	1	2	3	1	2	2	2	2	2	2	2	2	1	2	2	28
Q3E7Y3;P0C0W1	RPS22B;RPS22A	1156300000	796610000	3718500000	1842800000	1100800000	1864500000	1337200000	627850000	1010700000	1882800000	1860200000	1666600000	1495600000	3504300000	3268100000	394780000	448670000	522300000	503880000	453720000	497460000	475220000	443900000	427660000	499140000	558380000	482500000	455430000	660710000	622590000	7	6	11	9	9	9	8	6	7	10	10	9	10	11	11	133
Q3E757;P0C0W9	RPL11B;RPL11A	1.035e+09	862690000	2763700000	1210100000	980690000	1357500000	1480900000	455330000	924700000	1155500000	664240000	1254100000	1194700000	1.695e+09	1813800000	737680000	898240000	957410000	689880000	877670000	720200000	902450000	586950000	745870000	684830000	539630000	720070000	706540000	681920000	814890000	4	5	8	5	5	5	6	3	4	6	3	5	7	5	6	77
Q3E7X9;P0C0X0	RPS28A;RPS28B	247700000	198480000	617480000	701360000	63854000	861400000	401270000	294360000	79415000	1046700000	689340000	970850000	636080000	312390000	974940000	372700000	427370000	225640000	290640000	263790000	374810000	179430000	333360000	271490000	501630000	452200000	464440000	3.31e+08	286340000	298620000	3	4	3	5	2	4	4	3	3	5	4	4	4	3	4	55
P0C2H6;P0C2H7	RPL27A;RPL27B	2085300000	1402500000	4857700000	1.74e+09	1187200000	1285200000	1.823e+09	407210000	926160000	1542600000	540270000	1576300000	1089600000	1806400000	3075800000	569680000	524620000	648070000	462180000	600970000	445950000	654820000	355680000	462670000	403380000	317670000	428430000	409330000	429270000	629150000	15	12	17	9	11	11	14	6	8	12	8	13	9	11	16	172
P0C2H8	RPL31A	666180000	454940000	1.733e+09	432790000	342830000	482310000	756210000	136370000	369600000	566900000	597490000	709040000	847680000	1760100000	1552200000	313080000	353810000	356120000	236180000	289340000	246810000	320940000	225710000	291800000	309630000	243390000	342780000	314690000	327060000	418430000	5	5	8	5	4	4	4	2	4	4	6	4	6	8	6	75
P0C2I9;O13535;P0C2I3;P0C2J0;Q12193;Q99231;Q12269;Q03855;P0C2I7;P0C2I6;P47098;Q92393;Q12088;Q04711;Q04670;P0C2I2;P47100;Q03619;Q12316;Q12414;Q99337;Q03612;Q12141;Q03434;P0C2J1;P0C2I5;Q07793;Q12273;O13527	TY1B-PR1;TY1B-H;TY1B-DR6;TY1B-PR2;TY1B-BR;TY1B-DR3;TY1B-GR2;TY1B-DR1;TY1B-LR4;TY1B-LR3;TY1B-JR1;TY1B-OR;TY1B-LR1;TY1B-ML1;TY1B-MR2;TY1B-DR5;TY1B-JR2;TY1B-ER2;TY1B-GR3;TY1B-PL;TY1B-NL2;TY1B-ER1;TY1B-GR1;TY1B-ML2;TY1B-PR3;TY1B-LR2;TY1B-DR4;TY1B-OL	275660000	52030000	693690000	156440000	45677000	71373000	281760000	0	135110000	131650000	105180000	195340000	188210000	222780000	229740000	108610000	31711000	165540000	84130000	0	40193000	110420000	0	72873000	59354000	66012000	65167000	59120000	45877000	55438000	7	2	11	2	1	2	6	0	4	2	2	4	5	5	4	57
P0C5N4	YHR073C-B	32458000	0	172060000	194390000	0	172930000	0	0	0	25972000	117580000	107050000	0	97493000	220120000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	2	0	1	1	10
P0CS90;P39987	SSC1	666900000	417710000	745280000	694010000	364690000	1123100000	588130000	217170000	477820000	1187500000	854550000	1140600000	973330000	627260000	987120000	153880000	165280000	101570000	139210000	131210000	173710000	123850000	162170000	177940000	198030000	191100000	168470000	188500000	118790000	126040000	13	11	15	12	9	18	11	7	12	18	13	20	18	11	16	204
P0CT04	PBI2	64286000	0	0	0	0	87605000	0	0	0	0	57460000	32995000	0	34543000	34745000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	6
P0CX24;P0CX23	RPL20B;RPL20A	1457600000	884090000	2317100000	678490000	1071500000	1643400000	9.84e+08	452560000	733870000	1304400000	874500000	1415900000	651940000	2167500000	3948600000	636750000	739440000	681630000	439730000	632050000	448400000	755740000	442510000	570420000	479290000	455260000	486900000	582380000	524830000	685310000	13	8	18	8	9	11	11	8	12	12	10	12	10	17	17	176
P0CX26;P0CX25	RPL43B;RPL43A	410260000	65336000	1384800000	476250000	53655000	384940000	625350000	0	376790000	454820000	275460000	660340000	83993000	126180000	851070000	235620000	257100000	297120000	204350000	0	177590000	294730000	0	240520000	245040000	185350000	249770000	205640000	145940000	261830000	5	2	6	4	2	3	5	0	3	4	4	7	3	2	6	56
P0CX28;P0CX27	RPL42B;RPL42A	60452000	35514000	195890000	45636000	0	41502000	59324000	0	35851000	42207000	29293000	41148000	38579000	67420000	111720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	1	0	1	1	1	1	1	1	2	15
P0CX30;P0CX29	RPS23B;RPS23A	467670000	198010000	1108300000	327770000	296150000	453060000	387660000	121070000	231750000	475320000	241560000	533460000	311560000	1083600000	1114900000	240020000	271140000	331280000	257800000	246620000	264560000	299030000	0	251780000	224510000	281150000	261100000	234990000	504540000	424990000	5	2	4	2	3	4	3	1	2	5	3	5	3	3	4	49
P0CX32;P0CX31	RPS24B;RPS24A	1128500000	685740000	1646700000	1455100000	1039100000	848550000	1.628e+09	266630000	845780000	1517900000	846030000	1357900000	1136400000	1681700000	2.452e+09	411990000	484890000	474230000	346190000	443410000	265370000	582040000	280220000	453090000	348230000	323630000	350610000	310420000	401290000	537930000	8	7	9	13	10	9	13	3	7	11	8	10	12	12	10	142
